Location,size,Area,Price,area_per_bhk,price_per_area
Guindy,3,1850,8600000,616.6666666666666,4648.648648648648
Guindy,3,2200,13000000,733.3333333333334,5909.090909090909
Guindy,3,2200,13000000,733.3333333333334,5909.090909090909
Iyappanthangal,3,1700,10100000,566.6666666666666,5941.176470588235
Iyappanthangal,3,1700,10100000,566.6666666666666,5941.176470588235
Iyappanthangal,4,2474,19100000,618.5,7720.291026677445
Iyappanthangal,3,1187,7400000,395.6666666666667,6234.203875315922
Iyappanthangal,1,635,3806000,635.0,5993.700787401574
Iyappanthangal,3,1645,9861000,548.3333333333334,5994.52887537994
Iyappanthangal,3,1760,10500000,586.6666666666666,5965.909090909091
Iyappanthangal,3,1740,10400000,580.0,5977.0114942528735
Iyappanthangal,3,1730,10300000,576.6666666666666,5953.757225433526
Iyappanthangal,1,625,3746000,625.0,5993.6
Iyappanthangal,3,1790,10900000,596.6666666666666,6089.385474860335
Iyappanthangal,4,2277,17600000,569.25,7729.468599033817
Iyappanthangal,3,1800,13000000,600.0,7222.222222222223
Iyappanthangal,4,2533,19500000,633.25,7698.381365969207
Iyappanthangal,3,1938,13899999,646.0,7172.3421052631575
Iyappanthangal,4,2621,20200000,655.25,7706.982067913011
Iyappanthangal,3,1990,14300000,663.3333333333334,7185.929648241206
Iyappanthangal,3,1825,13100000,608.3333333333334,7178.082191780822
Iyappanthangal,1,560,2900000,560.0,5178.571428571428
Iyappanthangal,1,540,2800000,540.0,5185.185185185185
Iyappanthangal,1,600,4000000,600.0,6666.666666666667
Iyappanthangal,3,1575,9442000,525.0,5994.920634920635
Iyappanthangal,1,610,3656000,610.0,5993.44262295082
Iyappanthangal,3,1700,10100000,566.6666666666666,5941.176470588235
Iyappanthangal,3,1790,10700000,596.6666666666666,5977.653631284917
Iyappanthangal,3,1645,9861000,548.3333333333334,5994.52887537994
Iyappanthangal,1,635,3806000,635.0,5993.700787401574
Iyappanthangal,1,625,3746000,625.0,5993.6
Iyappanthangal,3,1740,10400000,580.0,5977.0114942528735
Iyappanthangal,3,1730,10300000,576.6666666666666,5953.757225433526
Iyappanthangal,2,1990,13000000,995.0,6532.663316582914
Iyappanthangal,4,2475,17000000,618.75,6868.686868686868
Iyappanthangal,3,1825,13500000,608.3333333333334,7397.260273972603
Iyappanthangal,3,1187,7400000,395.6666666666667,6234.203875315922
Iyappanthangal,1,545,3400000,545.0,6238.532110091744
Iyappanthangal,1,545,3400000,545.0,6238.532110091744
Iyappanthangal,1,1140,6800000,1140.0,5964.912280701755
Iyappanthangal,3,1825,12200000,608.3333333333334,6684.931506849315
Iyappanthangal,3,1990,13000000,663.3333333333334,6532.663316582914
Iyappanthangal,3,1825,13500000,608.3333333333334,7397.260273972603
Iyappanthangal,2,1340,9500000,670.0,7089.55223880597
